no,tingkat_pendidikan,Usia,nama_prodi,Pengalaman Kerja,Sertifikat,disabilitas,status_pernikahan,jumlah_anak
861,Strata I (S1),25,Akuntansi,{Akunting},ada,f,Menikah,0
862,Tidak Memiliki Ijazah,27,Kewirausahaan,tidak ada,tidak ada,f,Menikah,2
863,Strata II (Magister/S2),31,Manajemen,"{""Information Technology (IT)""}",ada,f,Belum menikah,0
864,SLTA / MA / Sederajat,23,IPA,tidak ada,tidak ada,f,Belum menikah,0
865,Diploma IV,28,Agribisnis,{Manager},tidak ada,f,Menikah,1
866,SLTA / MA / Sederajat,31,Manajemen Pemasaran,tidak ada,tidak ada,f,Belum menikah,0
867,SMK / MAK / Sederajat,32,Teknik Otomotif,tidak ada,tidak ada,f,Menikah,0
868,Strata I (S1),23,Manajemen,tidak ada,tidak ada,f,Belum menikah,0
869,Diploma I,33,Administrasi,tidak ada,tidak ada,f,Menikah,2
870,Strata I (S1),25,Manajemen,"{""Lain - Lain""}",ada,f,Belum menikah,0
871,Strata I (S1),28,Arsitektur,tidak ada,tidak ada,f,Belum menikah,0
872,SMK / MAK / Sederajat,32,Umum,tidak ada,tidak ada,f,Belum menikah,0
873,SMK / MAK / Sederajat,26,Teknik Mesin,tidak ada,tidak ada,f,Belum menikah,0
874,SMK / MAK / Sederajat,24,Teknik Mesin,"{""Lain - Lain""}",tidak ada,f,Belum menikah,0
875,Strata I (S1),31,Ilmu Perpustakaan,tidak ada,tidak ada,f,Menikah,1
876,SMK / MAK / Sederajat,22,Teknik Otomotif,tidak ada,tidak ada,f,Belum menikah,0
877,Strata I (S1),30,Pendidikan Islam,tidak ada,tidak ada,f,Menikah,2
878,SMK / MAK / Sederajat,24,Sastra Jepang,tidak ada,tidak ada,f,Belum menikah,0
879,Diploma III,34,Bahasa Inggris,tidak ada,tidak ada,f,Menikah,1
880,Strata I (S1),25,Manajemen,tidak ada,tidak ada,t,Belum menikah,0
881,Strata I (S1),28,Teknik Perkapalan,tidak ada,tidak ada,f,Belum menikah,0
882,Strata I (S1),25,Hukum Ekonomi Syariah,tidak ada,tidak ada,f,Belum menikah,0
883,Strata I (S1),28,Ilmu Hukum,tidak ada,tidak ada,f,Belum menikah,0
884,Strata II (Magister/S2),30,Manajemen Informatika,"{""Information Technology (IT)""}",ada,f,Menikah,1
885,Strata I (S1),27,Ilmu Politik,"{""Lain - Lain""}",tidak ada,f,Belum menikah,0
886,Strata I (S1),29,Kebidanan,tidak ada,tidak ada,f,Belum menikah,0
887,Strata I (S1),30,Administrasi Niaga,tidak ada,tidak ada,f,Menikah,1
888,SMK / MAK / Sederajat,24,Teknik Komputer,tidak ada,tidak ada,t,Belum menikah,0
889,Strata I (S1),32,Pendidikan Agama Islam,tidak ada,tidak ada,f,Menikah,2
890,Strata I (S1),32,Keperawatan,{Kesehatan},ada,f,Menikah,0
891,SMK / MAK / Sederajat,27,Analis Kesehatan,"{""PEKERJA KASAR, TENAGA KEBERSIHAN, DAN TENAGA YANG BERHUBUNGAN DENGAN ITU""}",tidak ada,f,Menikah,1
892,SMK / MAK / Sederajat,20,Teknik Kendaraan Ringan,tidak ada,tidak ada,f,Belum menikah,0
893,SLTA / MA / Sederajat,18,Teknik Komputer,tidak ada,tidak ada,f,Belum menikah,0
894,Strata I (S1),30,Perencanaan Wilayah Dan Kota,tidak ada,tidak ada,f,Belum menikah,0
895,SMK / MAK / Sederajat,22,Komputer Multimedia,tidak ada,tidak ada,f,Belum menikah,0
896,SMK / MAK / Sederajat,23,Perhotelan,tidak ada,tidak ada,f,Belum menikah,0
897,Strata I (S1),27,Sosial Ekonomi Pertanian,"{""Lain - Lain""}",tidak ada,f,Menikah,0
898,Strata I (S1),32,Manajemen,tidak ada,tidak ada,f,Menikah,2
899,Strata I (S1),25,Manajemen,tidak ada,tidak ada,f,Belum menikah,0
900,Diploma III,27,Manajemen Informatika,tidak ada,tidak ada,f,Belum menikah,0
901,SLTA / MA / Sederajat,41,Biologi,tidak ada,tidak ada,f,Menikah,2
902,SLTA / MA / Sederajat,27,IPS,tidak ada,tidak ada,t,Belum menikah,0
903,Strata I (S1),25,Sistem Informasi,"{""Information Technology (IT)""}",tidak ada,f,Menikah,0
904,Strata I (S1),29,Manajemen,tidak ada,tidak ada,f,Menikah,0
905,Strata I (S1),32,Ilmu Hukum,"{""Lain - Lain""}",ada,f,Menikah,1
906,SMK / MAK / Sederajat,20,Akuntansi,tidak ada,tidak ada,f,Belum menikah,0
907,Strata I (S1),25,Bahasa dan Sastra Indonesia,tidak ada,ada,f,Belum menikah,0
908,Diploma IV,29,Rekam Medik dan Informasi Kesehatan,tidak ada,tidak ada,f,Menikah,0
909,Strata I (S1),39,Manajemen,tidak ada,tidak ada,f,Menikah,2
910,Strata I (S1),30,Televisi dan Film,tidak ada,tidak ada,f,Belum menikah,0
911,Strata I (S1),31,Akuntansi,tidak ada,tidak ada,f,Menikah,2
912,Strata I (S1),28,Desain Komunikasi Visual,"{""TENAGA PROFESIONAL""}",ada,f,Belum menikah,0
913,SLTA / MA / Sederajat,24,IPA,tidak ada,tidak ada,f,Belum menikah,0
914,Strata I (S1),26,Hubungan Internasional,tidak ada,tidak ada,f,Belum menikah,0
915,Strata I (S1),28,Fisika,tidak ada,ada,f,Menikah,0
916,SMK / MAK / Sederajat,26,Teknik Kimia,"{""Lain - Lain""}",tidak ada,f,Belum menikah,0
917,Strata I (S1),26,Teknik Industri,tidak ada,tidak ada,f,Belum menikah,0
918,Strata I (S1),31,Ilmu Administrasi Publik,{Akunting},tidak ada,f,Menikah,0
919,Diploma III,24,Manajemen Pemasaran,tidak ada,tidak ada,f,Belum menikah,0
920,SMK / MAK / Sederajat,30,Manajemen Pemasaran,"{""OPERATOR DAN PERAKIT MESIN""}",ada,f,Menikah,1
921,Strata I (S1),26,Manajemen,tidak ada,tidak ada,f,Belum menikah,0
922,Strata I (S1),39,Teknologi Informasi,{Pendidikan},tidak ada,f,Menikah,2
923,SMK / MAK / Sederajat,21,Teknik Komputer,"{""Lain - Lain""}",tidak ada,f,Belum menikah,0
924,SMK / MAK / Sederajat,27,Teknik Komputer,tidak ada,tidak ada,f,Menikah,1
925,Strata I (S1),29,Pendidikan Ekonomi,"{""Perbankan / Keuangan""}",ada,f,Menikah,0
926,Diploma III,34,Kebidanan,tidak ada,tidak ada,f,Menikah,2
927,Strata I (S1),30,Ilmu Komunikasi,"{""Lain - Lain""}",tidak ada,f,Menikah,0
928,SLTA / MA / Sederajat,28,IPS,{Marketing},tidak ada,f,Belum menikah,0
929,Strata I (S1),30,Sosiologi,"{""TENAGA PROFESIONAL""}",tidak ada,f,Menikah,0
930,SMK / MAK / Sederajat,29,Manajemen,tidak ada,tidak ada,f,Menikah,0
931,Strata I (S1),43,Pendidikan Dokter,tidak ada,tidak ada,f,Menikah,2
932,Strata I (S1),27,Teknik Sipil,tidak ada,tidak ada,f,Belum menikah,0
933,Strata I (S1),23,Ilmu Komunikasi,tidak ada,tidak ada,f,Belum menikah,0
934,Strata I (S1),37,Profesi Dokter,tidak ada,tidak ada,f,Belum menikah,0
935,Strata I (S1),23,Manajemen,tidak ada,ada,f,Belum menikah,0
936,SLTA / MA / Sederajat,28,Teknik Otomotif,tidak ada,tidak ada,f,Menikah,0
937,SMK / MAK / Sederajat,21,Desain Komunikasi Visual,tidak ada,tidak ada,f,Belum menikah,1
938,SMK / MAK / Sederajat,25,Seni Tari,"{""Lain - Lain""}",ada,f,Belum menikah,0
939,SMK / MAK / Sederajat,20,Teknik Komputer,tidak ada,tidak ada,f,Belum menikah,0
940,Strata I (S1),24,Teknologi Pangan,tidak ada,ada,f,Belum menikah,0
941,Strata I (S1),25,Teknik Informatika,"{""Information Technology (IT)""}",tidak ada,f,Belum menikah,0
942,SLTA / MA / Sederajat,25,IPS,tidak ada,ada,f,Belum menikah,0
943,SMK / MAK / Sederajat,29,Teknik Perkapalan,"{""Lain - Lain""}",tidak ada,f,Menikah,0
944,Strata I (S1),39,Ilmu Hukum,tidak ada,tidak ada,f,Menikah,2
945,Strata I (S1),34,Ilmu Hukum,tidak ada,tidak ada,f,Menikah,2
946,SLTA / MA / Sederajat,24,IPA,tidak ada,tidak ada,f,Belum menikah,0
947,SMK / MAK / Sederajat,20,Teknik Elektro,"{""Lain - Lain""}",tidak ada,f,Belum menikah,0
948,SLTA / MA / Sederajat,35,IPA,tidak ada,tidak ada,f,Menikah,2
949,Strata I (S1),27,Ilmu Kesehatan Masyarakat,tidak ada,tidak ada,f,Belum menikah,0
950,Diploma IV,29,Kepariwisataan,"{""TENAGA USAHA JASA DAN TENAGA PENJUALAN DI TOKO DAN PASAR""}",tidak ada,f,Menikah,1
951,Strata I (S1),27,Ekonomi Pembangunan,"{""TENAGA PROFESIONAL""}",ada,f,Belum menikah,0
952,Strata I (S1),26,Ilmu Politik,{Marketing},ada,f,Belum menikah,0
953,Strata I (S1),34,Ilmu Kesehatan Masyarakat,tidak ada,tidak ada,f,Menikah,1
954,Strata I (S1),29,Teknik Pertanian,tidak ada,tidak ada,f,Belum menikah,0
955,Strata I (S1),25,Ilmu Hukum,tidak ada,ada,f,Menikah,0
956,Diploma III,25,Ketatalaksanaan Pelayaran Niaga Dan Kepelabuhan,"{""TENAGA PROFESIONAL""}",ada,f,Belum menikah,0
957,SMK / MAK / Sederajat,29,Teknik Informatika,"{""Lain - Lain""}",tidak ada,f,Menikah,1
958,SLTA / MA / Sederajat,27,Teknik Elektro,tidak ada,tidak ada,f,Menikah,1
959,Strata I (S1),29,Agroteknologi,tidak ada,tidak ada,t,Belum menikah,0
960,SLTA / MA / Sederajat,21,IPS,"{""Lain - Lain""}",tidak ada,f,Belum menikah,0
961,Strata I (S1),32,Teknologi Informasi,{Pendidikan},tidak ada,f,Menikah,0
962,SMK / MAK / Sederajat,45,Teknik Mesin Kapal,tidak ada,tidak ada,f,Duda,3
963,SMK / MAK / Sederajat,19,Teknik Komputer,tidak ada,tidak ada,f,Belum menikah,0
964,Strata I (S1),26,Ilmu Kesehatan Masyarakat,"{""Lain - Lain""}",ada,f,Belum menikah,0
965,Strata I (S1),26,Administrasi Niaga,{Kesehatan},tidak ada,f,Belum menikah,0
966,Diploma I,29,Manajemen,"{""TENAGA USAHA JASA DAN TENAGA PENJUALAN DI TOKO DAN PASAR""}",tidak ada,f,Belum menikah,0
967,SLTA / MA / Sederajat,26,IPA,{Marketing},tidak ada,f,Menikah,1
968,Strata I (S1),24,Teknik Industri,"{""Lain - Lain""}",tidak ada,f,Belum menikah,0
969,Strata I (S1),26,Teknik Lingkungan,tidak ada,tidak ada,f,Belum menikah,0
970,SLTA / MA / Sederajat,23,Bahasa dan Sastra Indonesia,tidak ada,tidak ada,f,Belum menikah,0
971,SLTA / MA / Sederajat,25,IPS,tidak ada,tidak ada,f,Menikah,1
972,Strata I (S1),32,Keperawatan,{Kesehatan},tidak ada,f,Belum menikah,0
973,Strata I (S1),23,Akuntansi,tidak ada,tidak ada,f,Belum menikah,0
974,SLTA / MA / Sederajat,40,Manajemen,tidak ada,tidak ada,f,Belum menikah,0
975,SLTA / MA / Sederajat,32,Sosial Ekonomi Pertanian,tidak ada,tidak ada,t,Menikah,1
976,Strata I (S1),36,Ilmu Administrasi Niaga,"{""Lain - Lain""}",tidak ada,f,Menikah,2
977,Diploma III,26,Teknik Elektro,"{""Lain - Lain""}",tidak ada,f,Belum menikah,0
978,Strata I (S1),25,Teknologi Pangan,tidak ada,tidak ada,f,Belum menikah,0
979,SMK / MAK / Sederajat,21,Teknik Sipil,tidak ada,tidak ada,f,Belum menikah,0
980,SLTA / MA / Sederajat,25,IPS,tidak ada,tidak ada,f,Belum menikah,0
981,Strata I (S1),30,Televisi dan Film,tidak ada,tidak ada,f,Belum menikah,0
982,Strata I (S1),25,Ilmu Administrasi Negara,tidak ada,tidak ada,f,Menikah,1
983,SMK / MAK / Sederajat,28,Teknik Komputer,tidak ada,tidak ada,f,Menikah,1
984,SMK / MAK / Sederajat,27,IPA,tidak ada,tidak ada,f,Belum menikah,0
985,SLTA / MA / Sederajat,26,Desain Komunikasi Visual,{Teknik},tidak ada,f,Belum menikah,0
986,SMK / MAK / Sederajat,20,Arsitektur,tidak ada,tidak ada,f,Belum menikah,0
987,SMK / MAK / Sederajat,22,IPS,tidak ada,tidak ada,f,Belum menikah,0
988,Strata I (S1),30,Ilmu Manajemen,tidak ada,tidak ada,f,Menikah,0
989,Strata I (S1),33,Ilmu Komunikasi,tidak ada,tidak ada,f,Menikah,1
990,Strata I (S1),28,Manajemen,tidak ada,tidak ada,f,Belum menikah,0
991,Strata I (S1),27,Teknik Informatika,tidak ada,tidak ada,f,Menikah,1
992,SMK / MAK / Sederajat,29,Teknik Elektro,"{""Lain - Lain""}",ada,f,Menikah,0
993,Strata I (S1),24,Teknika,tidak ada,tidak ada,f,Belum menikah,0
994,SMK / MAK / Sederajat,20,Akuntansi,tidak ada,tidak ada,f,Belum menikah,0
995,SMK / MAK / Sederajat,31,Teknik Komputer,tidak ada,tidak ada,f,Menikah,1
996,SLTA / MA / Sederajat,32,IPS,tidak ada,tidak ada,f,Menikah,2
997,Strata I (S1),27,Ilmu Ekonomi,"{""Lain - Lain""}",tidak ada,f,Belum menikah,0
998,Strata I (S1),29,Manajemen,tidak ada,tidak ada,f,Menikah,1
999,SLTA / MA / Sederajat,23,IPA,tidak ada,tidak ada,f,Belum menikah,0
1000,SLTA / MA / Sederajat,39,IPS,tidak ada,tidak ada,f,Menikah,1
1001,SMK / MAK / Sederajat,21,Manajemen Pemasaran,tidak ada,tidak ada,f,Belum menikah,0
1002,Strata I (S1),29,Fisika,tidak ada,tidak ada,f,Menikah,1
1003,Strata I (S1),27,Teknik Informatika,tidak ada,tidak ada,f,Belum menikah,0
1004,SLTA / MA / Sederajat,24,IPS,"{""OPERATOR DAN PERAKIT MESIN""}",tidak ada,f,Belum menikah,0
1005,SLTA / MA / Sederajat,31,Bahasa dan Sastra Indonesia,tidak ada,tidak ada,f,Menikah,1
1006,SMK / MAK / Sederajat,20,Kepariwisataan,tidak ada,tidak ada,f,Belum menikah,0
1007,Strata I (S1),26,Ilmu Hukum,tidak ada,tidak ada,f,Belum menikah,0
1008,Strata I (S1),27,Pendidikan Khusus,{Pendidikan},tidak ada,f,Menikah,0
1009,Strata I (S1),38,Ilmu Komunikasi,"{""Information Technology (IT)""}",tidak ada,f,Menikah,2
1010,SLTA / MA / Sederajat,26,IPS,"{""Lain - Lain""}",tidak ada,f,Belum menikah,0
1011,Strata I (S1),28,Manajemen,"{""TENAGA USAHA JASA DAN TENAGA PENJUALAN DI TOKO DAN PASAR""}",ada,f,Belum menikah,0
1012,Diploma III,31,Teknologi Informasi,"{""Information Technology (IT)""}",tidak ada,f,Menikah,1
1013,SMK / MAK / Sederajat,19,Seni Musik,tidak ada,tidak ada,f,Belum menikah,0
1014,Strata I (S1),33,Sastra Inggris,tidak ada,tidak ada,f,Menikah,1
1015,Strata I (S1),32,Manajemen,tidak ada,tidak ada,f,Menikah,2
1016,Strata I (S1),27,Psikologi,"{""Lain - Lain""}",ada,f,Belum menikah,0
1017,SLTA / MA / Sederajat,24,Akuntansi,tidak ada,tidak ada,f,Belum menikah,0
1018,SLTA / MA / Sederajat,29,IPA,"{""TEKNISI DAN ASISTEN TENAGA PROFESIONAL""}",tidak ada,f,Belum menikah,0
1019,Strata I (S1),25,Ilmu Hukum,tidak ada,tidak ada,f,Belum menikah,0
1020,SMK / MAK / Sederajat,26,Teknik Otomotif,"{""Perbankan / Keuangan""}",tidak ada,f,Belum menikah,0
1021,SLTA / MA / Sederajat,56,IPS,tidak ada,tidak ada,f,Menikah,5
1022,Diploma III,38,Perhotelan,tidak ada,tidak ada,f,Menikah,1
1023,SMK / MAK / Sederajat,32,Administrasi,tidak ada,tidak ada,f,Belum menikah,0
1024,Strata I (S1),23,Administrasi Niaga,"{""Lain - Lain""}",tidak ada,f,Belum menikah,0
1025,Diploma III,35,Kesekretariatan,{Kesehatan},tidak ada,f,Menikah,1
1026,Strata I (S1),24,Teknik Telekomunikasi,tidak ada,tidak ada,f,Belum menikah,0
1027,Strata I (S1),29,PSKGJ Pendidikan Matematika,tidak ada,tidak ada,f,Menikah,1
1028,SLTA / MA / Sederajat,21,Teknik Mesin,tidak ada,tidak ada,f,Belum menikah,0
1029,Strata I (S1),25,Teknik Informatika,tidak ada,tidak ada,f,Belum menikah,0
1030,SMK / MAK / Sederajat,20,Sistem Komputer,tidak ada,tidak ada,f,Belum menikah,0
1031,SMK / MAK / Sederajat,43,Perhotelan,{Kesehatan},tidak ada,f,Menikah,2
1032,Diploma III,29,Bahasa Inggris,tidak ada,ada,f,Menikah,0
1033,SMK / MAK / Sederajat,28,Komputer Multimedia,tidak ada,tidak ada,f,Belum menikah,0
1034,Strata I (S1),26,IPA,{Pendidikan},tidak ada,f,Belum menikah,0
1035,Strata I (S1),26,Gizi,tidak ada,tidak ada,f,Belum menikah,0
1036,SMK / MAK / Sederajat,23,Administrasi Perkantoran,{Kesehatan},ada,f,Belum menikah,0
1037,SLTA / MA / Sederajat,25,Manajemen,tidak ada,tidak ada,f,Belum menikah,0
1038,SMK / MAK / Sederajat,23,Komputerisasi Akuntansi,tidak ada,ada,f,Belum menikah,0
1039,SMK / MAK / Sederajat,28,Komputer Multimedia,tidak ada,tidak ada,f,Menikah,1
1040,Diploma III,24,Gizi,{Kesehatan},tidak ada,f,Belum menikah,0
1041,SLTA / MA / Sederajat,20,IPS,tidak ada,tidak ada,f,Belum menikah,0
1042,Strata I (S1),22,Teknik Industri,"{""Lain - Lain""}",ada,f,Belum menikah,0
1043,Diploma III,28,Administrasi Niaga,"{""TENAGA USAHA PERTANIAN DAN PETERNAKAN""}",tidak ada,f,Menikah,1
1044,SLTA / MA / Sederajat,31,IPS,"{""Lain - Lain""}",tidak ada,f,Menikah,0
1045,Diploma III,38,Komputerisasi Akuntansi,tidak ada,ada,f,Duda,0
1046,SLTA / MA / Sederajat,24,Biologi,tidak ada,tidak ada,f,Menikah,2
1047,Strata I (S1),38,Manajemen,tidak ada,tidak ada,f,Menikah,1
1048,SMK / MAK / Sederajat,31,IPS,tidak ada,tidak ada,f,Menikah,0
1049,Strata I (S1),24,Manajemen Zakat dan Wakaf,"{""Lain - Lain""}",tidak ada,f,Belum menikah,0
1050,Strata I (S1),36,Ilmu Hukum,tidak ada,tidak ada,f,Menikah,2
1051,Strata I (S1),25,Teknik Industri,tidak ada,tidak ada,f,Belum menikah,0
1052,Strata I (S1),26,Pendidikan Olahraga,tidak ada,tidak ada,f,Belum menikah,0
1053,SMK / MAK / Sederajat,24,Teknik Otomotif,tidak ada,tidak ada,f,Belum menikah,0
1054,Strata I (S1),24,Manajemen,tidak ada,tidak ada,f,Belum menikah,0
1055,Strata I (S1),24,Hukum Keluarga (Ahwal Syakhshiyah),tidak ada,tidak ada,f,Belum menikah,0
1056,SLTA / MA / Sederajat,23,Teknik Otomotif,tidak ada,tidak ada,f,Belum menikah,0
1057,Diploma III,24,Ilmu Perpustakaan,tidak ada,tidak ada,f,Belum menikah,0
1058,SLTA / MA / Sederajat,36,Manajemen Pendidikan,tidak ada,tidak ada,t,Menikah,3
1059,Strata I (S1),30,Teknik Informatika,{Kesehatan},tidak ada,f,Menikah,0
1060,SLTA / MA / Sederajat,21,Listrik,tidak ada,tidak ada,f,Belum menikah,0
1061,SMK / MAK / Sederajat,20,Akuntansi,tidak ada,ada,f,Belum menikah,0
1062,SMK / MAK / Sederajat,40,Teknik Mesin,{Marketing},tidak ada,f,Menikah,1
1063,Strata I (S1),30,Akuntansi,{Marketing},tidak ada,f,Belum menikah,0
1064,SMK / MAK / Sederajat,20,Teknik Elektro,{Teknik},ada,f,Belum menikah,0
1065,Strata I (S1),23,Teknik Kimia,tidak ada,tidak ada,f,Belum menikah,0
1066,Strata I (S1),23,Administrasi Niaga,tidak ada,ada,f,Belum menikah,0
1067,Strata I (S1),27,Ilmu Komunikasi,"{""Lain - Lain""}",ada,f,Menikah,0
1068,SMK / MAK / Sederajat,41,Teknik Mesin,tidak ada,tidak ada,f,Menikah,2
1069,SLTA / MA / Sederajat,27,IPS,tidak ada,tidak ada,f,Belum menikah,0
1070,SMK / MAK / Sederajat,28,Teknik Mesin,tidak ada,tidak ada,f,Menikah,1
1071,SMK / MAK / Sederajat,29,Manajemen,tidak ada,tidak ada,f,Belum menikah,0
1072,Strata I (S1),27,Teknik Industri,tidak ada,tidak ada,f,Menikah,1
1073,Strata I (S1),26,Pendidikan Guru Sekolah Dasar,tidak ada,tidak ada,f,Belum menikah,0
1074,SMK / MAK / Sederajat,25,Teknik Elektro,"{""Lain - Lain""}",tidak ada,f,Belum menikah,0
1075,SMK / MAK / Sederajat,23,Akuntansi,tidak ada,tidak ada,f,Belum menikah,0
1076,SMK / MAK / Sederajat,21,Kimia,"{""Lain - Lain""}",tidak ada,f,Belum menikah,0
1077,Strata II (Magister/S2),28,Manajemen,tidak ada,ada,f,Belum menikah,0
1078,SLTA / MA / Sederajat,56,IPA,tidak ada,tidak ada,f,Menikah,2
1079,SLTA / MA / Sederajat,41,IPS,tidak ada,tidak ada,f,Menikah,3
1080,Diploma III,31,Nautika,"{""TENAGA PROFESIONAL""}",ada,f,Menikah,1
1081,Strata I (S1),28,Teknik Sipil,{Teknik},tidak ada,f,Belum menikah,0
1082,Strata I (S1),35,Manajemen,tidak ada,tidak ada,f,Menikah,2
1083,Strata I (S1),27,Sastra Jepang,tidak ada,tidak ada,f,Belum menikah,0
1084,Diploma IV,25,Teknik Sipil,{Teknik},tidak ada,f,Belum menikah,0
1085,SMK / MAK / Sederajat,22,Akuntansi,tidak ada,tidak ada,f,Belum menikah,0
1086,SMK / MAK / Sederajat,32,Akuntansi,tidak ada,tidak ada,f,Menikah,2
1087,SLTA / MA / Sederajat,30,Ilmu Kesejahteraan Sosial,tidak ada,tidak ada,f,Menikah,0
1088,SMK / MAK / Sederajat,20,Perhotelan,tidak ada,tidak ada,f,Belum menikah,0
1089,SLTA / MA / Sederajat,31,IPS,tidak ada,tidak ada,f,Menikah,0
1090,Strata I (S1),23,Biologi,tidak ada,tidak ada,f,Belum menikah,0
1091,Strata I (S1),33,Teknik Industri,tidak ada,tidak ada,f,Menikah,1
1092,Strata I (S1),33,Teknik Industri,tidak ada,tidak ada,f,Menikah,0
1093,SMK / MAK / Sederajat,22,Teknik Komputer,tidak ada,tidak ada,f,Belum menikah,0
1094,SMK / MAK / Sederajat,50,Listrik,tidak ada,tidak ada,f,Menikah,2
1095,Strata I (S1),35,Ilmu Hukum,"{""Lain - Lain""}",tidak ada,f,Menikah,2
1096,SMK / MAK / Sederajat,29,Komputer Multimedia,tidak ada,tidak ada,f,Menikah,0
1097,Strata I (S1),34,Ilmu Kesehatan Masyarakat,tidak ada,tidak ada,f,Menikah,1
1098,Strata I (S1),28,Ilmu Komunikasi,"{""Lain - Lain""}",ada,f,Menikah,2
1099,SLTA / MA / Sederajat,20,IPA,tidak ada,tidak ada,f,Belum menikah,0
1100,SLTA / MA / Sederajat,36,Komputerisasi Akuntansi,tidak ada,tidak ada,f,Menikah,2
1101,Strata I (S1),30,Teknik Mesin,"{""Lain - Lain""}",tidak ada,f,Belum menikah,0
1102,Strata I (S1),24,Akuntansi,tidak ada,tidak ada,f,Belum menikah,0
1103,Strata I (S1),27,Hukum Keluarga (Ahwal Syakhshiyah),"{""Lain - Lain""}",ada,f,Menikah,1
1104,Strata I (S1),24,Pendidikan Fisika,tidak ada,tidak ada,f,Belum menikah,0
1105,SLTA / MA / Sederajat,21,IPS,tidak ada,tidak ada,f,Belum menikah,0
1106,Diploma III,26,Manajemen,tidak ada,ada,f,Belum menikah,0
1107,SMK / MAK / Sederajat,22,Kepariwisataan,"{""TENAGA USAHA JASA DAN TENAGA PENJUALAN DI TOKO DAN PASAR""}",tidak ada,f,Belum menikah,0
1108,Strata I (S1),24,Sistem Informasi,tidak ada,tidak ada,f,Belum menikah,0
1109,SLTA / MA / Sederajat,40,IPS,"{""Lain - Lain""}",ada,f,Menikah,2
1110,SLTA / MA / Sederajat,25,Umum,tidak ada,tidak ada,f,Belum menikah,0
1111,Strata I (S1),30,Televisi dan Film,tidak ada,tidak ada,f,Belum menikah,0
1112,Strata I (S1),30,Teknik Sistem Perkapalan,{Marketing},tidak ada,f,Belum menikah,0
1113,Strata I (S1),26,Teknik Informatika,tidak ada,tidak ada,f,Belum menikah,0
1114,SMK / MAK / Sederajat,23,Teknik Otomotif,tidak ada,tidak ada,f,Belum menikah,0
1115,Strata I (S1),34,Sistem Informasi,"{""Information Technology (IT)""}",tidak ada,f,Belum menikah,0
1116,Diploma IV,25,Teknik Mesin,{Teknik},ada,f,Belum menikah,0
1117,Strata I (S1),48,Manajemen,tidak ada,tidak ada,f,Menikah,0
1118,SMK / MAK / Sederajat,30,Teknik Komputer,"{""Lain - Lain""}",tidak ada,f,Menikah,2
1119,Strata I (S1),35,Manajemen,"{""Perbankan / Keuangan""}",tidak ada,f,Belum menikah,0
1120,SLTA / MA / Sederajat,37,Teknik Sistem Perkapalan,tidak ada,tidak ada,f,Menikah,2
1121,SMK / MAK / Sederajat,32,Teknik Otomotif,tidak ada,tidak ada,f,Belum menikah,0
1122,SLTA / MA / Sederajat,26,IPS,tidak ada,tidak ada,f,Belum menikah,0
1123,SLTA / MA / Sederajat,45,Sosial Ekonomi Pertanian,tidak ada,tidak ada,f,Menikah,2
1124,Strata I (S1),31,Manajemen,"{""Perbankan / Keuangan""}",tidak ada,f,Belum menikah,0
1125,SMK / MAK / Sederajat,36,Akuntansi,tidak ada,tidak ada,f,Janda,1
1126,SLTA / MA / Sederajat,37,Umum,tidak ada,tidak ada,f,Menikah,2
1127,SMK / MAK / Sederajat,26,Teknik Otomotif,"{""TENAGA USAHA JASA DAN TENAGA PENJUALAN DI TOKO DAN PASAR""}",tidak ada,f,Belum menikah,0
1128,SMK / MAK / Sederajat,25,Kepariwisataan,"{""PEKERJA KASAR, TENAGA KEBERSIHAN, DAN TENAGA YANG BERHUBUNGAN DENGAN ITU""}",ada,f,Menikah,0
1129,Strata I (S1),34,Pendidikan Dokter Hewan,tidak ada,tidak ada,f,Belum menikah,0
1130,Strata I (S1),27,Ilmu Komunikasi,tidak ada,tidak ada,f,Belum menikah,0
1131,Diploma IV,25,Teknik Elektro,tidak ada,tidak ada,f,Belum menikah,0
1132,SMK / MAK / Sederajat,21,Teknik Telekomunikasi,"{""Information Technology (IT)""}",ada,f,Belum menikah,0
1133,Diploma III,24,Fisioterapi,{Marketing},tidak ada,f,Belum menikah,0
1134,Strata I (S1),25,Hubungan Internasional,tidak ada,tidak ada,f,Belum menikah,0
1135,Strata I (S1),27,Ilmu Politik,tidak ada,ada,f,Belum menikah,0
1136,Strata I (S1),27,Ilmu Hukum,"{""Lain - Lain""}",tidak ada,f,Belum menikah,0
1137,Strata I (S1),25,Administrasi Niaga,"{""Information Technology (IT)""}",ada,f,Belum menikah,0
1138,Strata I (S1),28,Akuntansi,tidak ada,tidak ada,f,Belum menikah,0
1139,Diploma IV,25,Analis Kesehatan,"{""Lain - Lain""}",ada,f,Belum menikah,0
1140,Diploma III,26,Perpajakan,tidak ada,tidak ada,f,Belum menikah,0
1141,SMK / MAK / Sederajat,19,IPA,tidak ada,tidak ada,f,Belum menikah,0
1142,Strata I (S1),25,Akuntansi,"{""Lain - Lain""}",ada,f,Belum menikah,0
1143,SLTA / MA / Sederajat,24,IPA,tidak ada,tidak ada,f,Belum menikah,0
1144,Strata I (S1),26,Sistem Informasi,tidak ada,tidak ada,f,Belum menikah,0
1145,Strata I (S1),36,Ilmu Komunikasi,tidak ada,tidak ada,f,Menikah,0
